batch_reward,critic_loss,episode,episode_reward,eps,fps,step
3.9779605579376223,0.2292671486735344,39.0,18.07042680404082,0.05000000000000002,2.8977063849904106,892
3.9077172544267444,0.2420226674940851,40.0,11.983036890196315,0.05000000000000002,2.8059940269350996,910
3.9613241076469423,0.23295014575123787,41.0,29.824919839187938,0.050000000000000024,2.8564244247789117,950
3.951043277978897,0.2600114491768181,42.0,28.8691498974082,0.050000000000000024,2.8490714128547827,990
3.9524938821792603,0.23781635761260986,43.0,29.290254292813792,0.050000000000000024,0.473611133612314,1030
3.9675242066383363,0.23771933782845736,44.0,28.27042445738093,0.050000000000000024,2.5518095308988182,1070
3.938758510351181,0.26008050292730334,45.0,28.090675853422344,0.050000000000000024,2.498616522658632,1110
3.9824706315994263,0.23222135370597244,46.0,29.116347233307756,0.050000000000000024,2.445272804294775,1150
3.994409716129303,0.22896456103771926,47.0,29.88873065446796,0.050000000000000024,2.3976475488903297,1190
3.982684475183487,0.22881297748535873,48.0,29.249703556949022,0.050000000000000024,2.4836196387196363,1230
3.985332024097443,0.23216317184269428,49.0,29.33859244583791,0.050000000000000024,2.5419624075917957,1270
3.995753139257431,0.23436714801937342,50.0,29.77761592156559,0.050000000000000024,2.540310462006071,1310
4.040387618541717,0.20829177424311637,51.0,30.15931570598158,0.050000000000000024,2.5803959002609616,1350
3.9952757179737093,0.22508006058633329,52.0,28.42474213880488,0.050000000000000024,2.3048301306287593,1390
3.997991269826889,0.24002464655786754,53.0,29.2719257791542,0.050000000000000024,2.269518620019499,1430
4.052931106090545,0.20780470203608276,54.0,29.183021490375396,0.050000000000000024,2.4299445378129594,1470
3.988909161090851,0.23571972884237766,55.0,29.360814668060133,0.050000000000000024,2.5628917784950653,1510
4.01195969581604,0.23266148306429385,56.0,29.023470601366412,0.050000000000000024,2.612033211332594,1550
4.004062789678573,0.23185265697538854,57.0,29.447784656697735,0.050000000000000024,2.731214554351927,1590
3.9790898621082307,0.23372789155691862,58.0,27.35828408098811,0.050000000000000024,2.649856857924313,1630
4.091421008110046,0.19639456029981375,59.0,28.50476633591917,0.050000000000000024,2.73726867893433,1670
4.011249834299088,0.1987595135346055,60.0,28.690054399526353,0.050000000000000024,2.7342963738973807,1710
4.004503089189529,0.23364581475034357,61.0,29.29158640480012,0.050000000000000024,2.6261453960133068,1750
3.984441363811493,0.22679810971021652,62.0,29.49414800139347,0.050000000000000024,2.6521291120197366,1790
4.034061819314957,0.22346300976350902,63.0,29.62598235959681,0.050000000000000024,2.6320725862211134,1830
4.0343497633934025,0.21369616091251373,64.0,29.157694827845745,0.050000000000000024,2.594885603086601,1870
4.031086802482605,0.22281819209456444,65.0,31.001338062543308,0.050000000000000024,2.6744997771810257,1910
4.055284175005826,0.188661897724325,66.0,7.617202004172069,0.049999999999999996,2.586975315335905,1921
4.023631346225739,0.21533128004521132,67.0,28.845565934662858,0.050000000000000024,2.6187980419628536,1961
